run_id,source,season,ptype,variant,out_file,dino_sim,ssim,clip_season_prob,clip_directional,structure_score,season_score,disqualified,score,gen_time_sec,manual_score,manual_comment
20260706-153716,levir_val_31.png,summer,hybrid,0,levir_val_31__summer__hybrid__v0.png,0.9145,0.5187,0.9896,,0.8353,0.9896,False,0.897,0.66,,
20260706-153716,levir_val_31.png,autumn,zero_shot,0,levir_val_31__autumn__zero_shot__v0.png,0.9684,0.4894,0.3559,0.0901,0.8726,0.4505,False,0.7038,0.66,,
20260706-153716,levir_val_31.png,autumn,contextual,0,levir_val_31__autumn__contextual__v0.png,0.9641,0.4721,0.9204,0.1612,0.8657,0.7505,False,0.8196,0.66,,
20260706-153716,levir_val_31.png,autumn,positive,0,levir_val_31__autumn__positive__v0.png,0.961,0.4733,0.917,0.1445,0.8634,0.7446,False,0.8159,0.661,,
20260706-153716,levir_val_31.png,autumn,negative,0,levir_val_31__autumn__negative__v0.png,0.9571,0.4497,0.6509,0.0915,0.8556,0.5983,False,0.7527,0.66,,
20260706-153716,levir_val_31.png,autumn,few_shot,0,levir_val_31__autumn__few_shot__v0.png,0.9606,0.4691,0.3324,0.0704,0.8623,0.4338,False,0.6909,0.661,,
20260706-153716,levir_val_31.png,autumn,cot,0,levir_val_31__autumn__cot__v0.png,0.9606,0.4773,0.2223,0.0547,0.8639,0.3748,False,0.6683,0.661,,
20260706-153716,levir_val_31.png,autumn,kontext_guide,0,levir_val_31__autumn__kontext_guide__v0.png,0.9544,0.4548,0.7785,0.1193,0.8545,0.6691,False,0.7803,0.66,,
20260706-153716,levir_val_31.png,autumn,hybrid,0,levir_val_31__autumn__hybrid__v0.png,0.9589,0.4289,0.3922,0.0699,0.8529,0.4636,False,0.6972,0.661,,
20260706-153716,levir_val_31.png,winter,zero_shot,0,levir_val_31__winter__zero_shot__v0.png,0.9598,0.5505,0.2881,0.14,0.878,0.429,False,0.6984,0.66,,
20260706-153716,levir_val_31.png,winter,contextual,0,levir_val_31__winter__contextual__v0.png,0.936,0.5169,0.3644,0.1772,0.8521,0.4765,False,0.7019,0.66,,
20260706-153716,levir_val_31.png,winter,positive,0,levir_val_31__winter__positive__v0.png,0.9335,0.5525,0.3576,0.1749,0.8573,0.4725,False,0.7034,0.661,,
20260706-153716,levir_val_31.png,winter,negative,0,levir_val_31__winter__negative__v0.png,0.9118,0.5206,0.3323,0.186,0.8336,0.4626,False,0.6852,0.661,,
20260706-153716,levir_val_31.png,winter,few_shot,0,levir_val_31__winter__few_shot__v0.png,0.9775,0.5118,0.2297,0.1071,0.8844,0.3916,False,0.6873,0.661,,
20260706-153716,levir_val_31.png,winter,cot,0,levir_val_31__winter__cot__v0.png,0.9457,0.5233,0.4275,0.1724,0.8612,0.5069,False,0.7195,0.661,,
20260706-153716,levir_val_31.png,winter,kontext_guide,0,levir_val_31__winter__kontext_guide__v0.png,0.8925,0.5549,0.2668,0.1681,0.825,0.4254,False,0.6652,0.66,,
20260706-153716,levir_val_31.png,winter,hybrid,0,levir_val_31__winter__hybrid__v0.png,0.9473,0.4878,0.369,0.1772,0.8554,0.4788,False,0.7048,0.661,,
20260706-153716,levir_val_31.png,deep_winter,zero_shot,0,levir_val_31__deep_winter__zero_shot__v0.png,0.9422,0.5658,0.6567,0.1577,0.8669,0.6178,False,0.7672,0.66,,
20260706-153716,levir_val_31.png,deep_winter,contextual,0,levir_val_31__deep_winter__contextual__v0.png,0.8846,0.5258,0.6909,0.1787,0.8128,0.6401,False,0.7437,0.661,,
